casualty_severity,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,obs_date,light_conditions,weather_conditions,urban_or_rural_area,road_surface_conditions,special_conditions_at_site,age_of_driver,sex_of_driver,vehicle_type
Slight,Female,13,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-11T16:35:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,58,Male,19
Slight,Female,11,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-05T16:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,36,Male,11
Slight,Male,30,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-17T21:24:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,23,Male,9
Serious,Female,60,56 - 65,Centre of carriageway without refuge,From drivers nearside,2023-04-26T10:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,82,Female,9
Slight,Female,-1,NA,Unknown or other,From drivers offside,2023-12-07T08:30:00Z,Daylight,Fine no high winds,Urban,Wet or damp,NA,44,Female,9
Fatal,Male,18,16 - 20,Unknown or other,Unknown or other,2023-08-12T05:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Fatal,Male,34,26 - 35,Centre of carriageway without refuge,From drivers offside,2023-05-11T23:05:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,60,Male,9
Fatal,Female,56,56 - 65,Centre of carriageway without refuge,Unknown or other,2023-07-31T02:24:00Z,Darkness - no lighting,Raining no high winds,Urban,Wet or damp,None,51,Male,9
Fatal,Female,56,56 - 65,Centre of carriageway without refuge,Unknown or other,2023-07-31T02:24:00Z,Darkness - no lighting,Raining no high winds,Urban,Wet or damp,None,25,Male,9
Fatal,Female,56,56 - 65,Centre of carriageway without refuge,Unknown or other,2023-07-31T02:24:00Z,Darkness - no lighting,Raining no high winds,Urban,Wet or damp,None,22,Male,9
Slight,Female,16,16 - 20,On pedestrian crossing facility,From drivers nearside,2023-10-23T18:19:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Male,15,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-09-21T08:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Male,31,26 - 35,Within 50m. of crossing,From drivers nearside,2023-06-07T00:19:00Z,Darkness - no lighting,Fine no high winds,Urban,Dry,None,48,Male,9
Fatal,Male,84,Over 75,Unknown or other,Walking back to traffic,2023-11-25T12:09:00Z,Daylight,Fine no high winds,Rural,Dry,None,53,Male,9
Slight,Female,56,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-11-16T18:00:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,57,Male,9
Serious,Male,12,11 - 15,Within 50m. of crossing,From nearside masked by vehicle,2023-08-19T11:34:00Z,Daylight,Fine no high winds,Urban,Dry,None,31,Female,9
Slight,Female,16,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-24T08:35:00Z,Daylight,Fine no high winds,Urban,Dry,None,67,Male,19
Fatal,Male,64,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-02-06T20:30:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,33,Female,9
Fatal,Male,84,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-03T07:57:00Z,Daylight,Fine no high winds,Urban,Dry,None,65,Female,9
Serious,Female,17,16 - 20,"In carriageway, crossing elsewhere",From drivers offside,2023-06-30T13:52:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,41,Male,9
Fatal,Female,48,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-22T17:07:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Female,62,56 - 65,On footway or verge,Unknown or other,2023-06-02T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Fatal,Male,51,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-19T21:30:00Z,Darkness - lights unlit,Raining no high winds,Rural,Wet or damp,None,31,Male,9
Fatal,Male,51,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-19T21:30:00Z,Darkness - lights unlit,Raining no high winds,Rural,Wet or damp,None,53,Male,9
Slight,Female,28,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-10T17:00:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,-1,Male,9
Fatal,Male,35,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-06-10T01:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,51,Male,8
Fatal,Male,42,36 - 45,Centre of carriageway without refuge,From drivers nearside,2023-06-03T15:55:00Z,Daylight,Fine no high winds,Rural,Dry,None,43,Male,9
Fatal,Female,86,Over 75,Centre of carriageway without refuge,From drivers offside,2023-11-22T17:10:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,63,Male,9
Serious,Male,25,21 - 25,"In carriageway, crossing elsewhere",From drivers offside,2023-12-18T16:02:00Z,Daylight,Fine no high winds,Urban,Dry,NA,22,Female,9
Serious,Female,70,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-25T16:44:00Z,Daylight,Fine no high winds,Urban,Dry,None,32,Not known,9
Fatal,Male,77,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-26T16:05:00Z,Daylight,Fine no high winds,Urban,Dry,None,43,Male,19
Serious,Male,36,36 - 45,Unknown or other,"In carriageway, stationary",2023-07-13T21:29:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,56,Male,21
Serious,Female,13,11 - 15,Centre of carriageway without refuge,From offside masked by vehicle,2023-05-23T14:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,13,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-03-17T19:20:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,61,Male,9
Fatal,Male,63,56 - 65,On footway or verge,Unknown or other,2023-04-13T21:05:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,Roadworks,-1,Not known,9
Slight,Female,41,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,9
Slight,Female,41,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,43,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,9
Serious,Female,43,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Male,31,26 - 35,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,9
Serious,Male,31,26 - 35,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Male,30,26 - 35,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,9
Serious,Male,30,26 - 35,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,42,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,9
Slight,Female,42,36 - 45,On footway or verge,Unknown or other,2023-01-22T19:12:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,17,16 - 20,Unknown or other,Walking facing traffic,2023-09-18T08:45:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,-1,Female,9
Serious,Male,37,36 - 45,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-06-03T20:01:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,1
Fatal,Male,86,Over 75,On zig-zag approach lines,From drivers offside,2023-06-11T09:50:00Z,Daylight,Fine high winds,Urban,Dry,NA,63,Male,1
Serious,Male,15,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-06-09T17:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,10,6 - 10,"In carriageway, crossing elsewhere",From drivers offside,2023-03-14T08:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,44,Female,9
Slight,Female,62,56 - 65,"In carriageway, crossing elsewhere",Unknown or other,2023-09-08T08:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Fatal,Male,23,21 - 25,Centre of carriageway without refuge,Unknown or other,2023-04-28T04:42:00Z,Darkness - lights lit,Raining no high winds,Rural,Wet or damp,None,-1,Not known,9
Slight,Female,19,16 - 20,On pedestrian crossing facility,From drivers nearside,2023-01-25T18:40:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,77,Over 75,On pedestrian crossing facility,From drivers offside,2023-01-17T13:05:00Z,Daylight,Fine no high winds,Rural,Dry,None,59,Female,9
Serious,Female,22,21 - 25,On footway or verge,Unknown or other,2023-11-10T23:00:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,-1,Not known,8
Serious,Female,6,6 - 10,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-05-20T10:07:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Male,71,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-09-20T19:16:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,56,Male,9
Fatal,Female,74,66 - 75,"In carriageway, crossing elsewhere",Unknown or other,2023-12-15T17:16:00Z,Daylight,Fine no high winds,Urban,Dry,None,29,Male,11
Slight,Male,30,26 - 35,Unknown or other,Walking back to traffic,2023-07-15T11:58:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Slight,Female,49,46 - 55,On pedestrian crossing facility,From drivers offside,2023-11-03T16:50:00Z,Darkness - no lighting,Fine no high winds,Urban,Dry,NA,30,Female,9
Fatal,Female,33,26 - 35,On footway or verge,Unknown or other,2023-02-02T19:40:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,28,Female,9
Fatal,Female,33,26 - 35,On footway or verge,Unknown or other,2023-02-02T19:40:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,27,Male,9
Serious,Female,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-16T13:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Female,9
Fatal,Male,29,26 - 35,On footway or verge,Unknown or other,2023-12-15T02:53:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,23,Male,9
Fatal,Female,45,36 - 45,"In carriageway, not crossing",Unknown or other,2023-04-24T02:55:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,62,Male,21
Slight,Female,28,26 - 35,Unknown or other,Unknown or other,2023-10-09T15:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,22
Slight,Male,5,0 - 5,Unknown or other,Unknown or other,2023-10-09T15:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,22
Fatal,Male,43,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-10-30T18:10:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,67,Male,9
Serious,Male,59,56 - 65,Unknown or other,Unknown or other,2023-05-16T23:04:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Male,29,26 - 35,On footway or verge,Walking back to traffic,2023-11-07T17:30:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,98
Serious,Male,18,16 - 20,"In carriageway, crossing elsewhere",From drivers offside,2023-02-12T05:11:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,28,Female,9
Serious,Male,57,56 - 65,Unknown or other,From drivers nearside,2023-04-20T18:25:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Slight,Female,12,11 - 15,Unknown or other,From drivers nearside,2023-04-20T18:25:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Fatal,Female,28,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-02T21:24:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,25,Male,9
Slight,Male,3,0 - 5,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-02T21:24:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,25,Male,9
Fatal,Male,55,46 - 55,On pedestrian crossing facility,Unknown or other,2023-01-03T21:42:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,27,Male,19
Fatal,Male,55,46 - 55,On pedestrian crossing facility,Unknown or other,2023-01-03T21:42:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,73,Male,9
Fatal,Female,89,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Male,9
Fatal,Female,89,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,60,Female,9
Fatal,Female,89,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Fatal,Female,89,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,90,Male,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Male,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,60,Female,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,90,Male,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Male,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,60,Female,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Slight,Male,66,66 - 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,90,Male,9
Serious,Female,63,56 - 65,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Male,9
Serious,Female,63,56 - 65,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,60,Female,9
Serious,Female,63,56 - 65,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Serious,Female,63,56 - 65,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,90,Male,9
Serious,Female,88,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Male,9
Serious,Female,88,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,60,Female,9
Serious,Female,88,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Serious,Female,88,Over 75,On footway or verge,Unknown or other,2023-08-08T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,90,Male,9
Serious,Female,56,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-26T09:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Male,47,46 - 55,On footway or verge,Unknown or other,2023-07-07T10:42:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Male,19
Slight,Female,9,6 - 10,On footway or verge,Unknown or other,2023-06-27T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,45,36 - 45,Unknown or other,Unknown or other,2023-01-04T17:33:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,31,Female,9
Fatal,Male,45,36 - 45,Unknown or other,Unknown or other,2023-01-04T17:33:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,46,Male,9
Slight,Female,19,16 - 20,On footway or verge,Unknown or other,2023-10-20T05:30:00Z,Daylight,Raining no high winds,Urban,Dry,None,-1,Not known,3
Fatal,Male,43,36 - 45,"In carriageway, not crossing","In carriageway, stationary",2023-05-02T21:59:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,27,Male,9
Slight,Male,32,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-10-22T12:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Male,9
Serious,Male,49,46 - 55,On footway or verge,"In carriageway, stationary",2023-07-19T08:25:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,19
Serious,Male,49,46 - 55,On footway or verge,"In carriageway, stationary",2023-07-19T08:25:00Z,Daylight,Fine no high winds,Rural,Dry,None,56,Male,10
Serious,Male,71,66 - 75,On zig-zag exit lines,From drivers offside,2023-12-28T18:48:00Z,Darkness - lights lit,Fine high winds,Urban,Dry,None,35,Male,5
Slight,Male,38,36 - 45,"In carriageway, not crossing",Walking facing traffic,2023-09-29T15:48:00Z,Daylight,Fine no high winds,Urban,Dry,None,65,Male,11
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-04T16:28:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,32,Male,19
Serious,Female,37,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-04T14:23:00Z,Daylight,Fine no high winds,Urban,Dry,None,63,Male,9
Slight,Female,48,46 - 55,"In carriageway, not crossing","In carriageway, stationary",2023-06-07T15:25:00Z,Daylight,Other,Urban,Dry,None,-1,Not known,9
Slight,Male,29,26 - 35,On pedestrian crossing facility,From drivers offside,2023-12-07T19:00:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,72,Female,9
Fatal,Female,79,Over 75,On pedestrian crossing facility,From drivers nearside,2023-08-11T12:59:00Z,Daylight,Fine no high winds,Urban,Dry,None,73,Female,9
Fatal,Female,66,66 - 75,Within 50m. of crossing,From nearside masked by vehicle,2023-05-03T16:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Male,3
Serious,Female,20,16 - 20,"In carriageway, crossing elsewhere",From offside masked by vehicle,2023-02-04T21:45:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,8
Fatal,Male,79,Over 75,Unknown or other,Unknown or other,2023-03-12T22:15:00Z,Darkness - no lighting,Raining no high winds,Rural,Wet or damp,None,23,Male,9
Fatal,Male,38,36 - 45,"In carriageway, not crossing",Walking facing traffic,2023-05-06T05:39:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Serious,Female,24,21 - 25,On footway or verge,Walking facing traffic,2023-02-08T20:15:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,40,Male,9
Fatal,Female,48,46 - 55,On footway or verge,Walking facing traffic,2023-02-08T20:15:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,40,Male,9
Slight,Male,0,0 - 5,On footway or verge,Walking facing traffic,2023-02-08T20:15:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,40,Male,9
Slight,Male,34,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-15T20:48:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Male,8,6 - 10,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-15T20:48:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Female,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-15T20:48:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Male,15,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-28T20:04:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,25,Male,9
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-05-25T15:23:00Z,Daylight,Fine no high winds,Urban,Dry,None,55,Male,9
